Image,Title,Price,Link,Frete,Reviews
"https://http2.mlstatic.com/D_NQ_NP_630620-MLU73260221369_122023-W.webp","Mesa De Jantar Industrial Ferro E Madeira Vintage Estilo Nórdico Cor: Laminado Com Preto E-led",R$279.99,"https://www.mercadolivre.com.br/mesa-de-jantar-industrial-ferro-e-madeira-vintage-estilo-nordico-cor-laminado-com-preto-e-led/p/MLB28618481?pdp_filters=category:MLB436380#searchVariation=MLB28618481&position=17&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 3.7 de 5. 31 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_685669-MLB73280457403_122023-W.webp","Escrivaninha Estudo 150x60cm P/ Escritório Industrial Mesa",R$199.49,"https://produto.mercadolivre.com.br/MLB-3466699821-escrivaninha-estudo-150x60cm-p-escritorio-industrial-mesa-_JM#position=45&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & DecorFrete grátis","Avaliação 4 de 5. 69 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_708647-MLU72628800380_112023-W.webp","Conjunto Sala Jantar Madesa Nanda Mesa Tam Vid Red 4 Cade Rp Cor Rustic/Preto",R$699.99,"https://www.mercadolivre.com.br/conjunto-sala-jantar-madesa-nanda-mesa-tam-vid-red-4-cade-rp-cor-rusticpreto/p/MLB23479065?pdp_filters=category:MLB436380#searchVariation=MLB23479065&position=18&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & DecorFrete grátis","Avaliação 4.2 de 5. 45 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_621802-MLU72609366469_112023-W.webp","Mesa Escrivaninha Fit 4 Prateleiras Preto/canela Rústico",R$279.20,"https://www.mercadolivre.com.br/mesa-escrivaninha-fit-4-prateleiras-pretocanela-rustico/p/MLB22859088?pdp_filters=category:MLB436380#searchVariation=MLB22859088&position=19&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.8 de 5. 120 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_777661-MLU73126879378_122023-W.webp","Torneira Cozinha De Mesa Gourmet Mangueira Preta Silicone Acabamento Brilhante Cor Preto",R$49.71,"https://www.mercadolivre.com.br/torneira-cozinha-de-mesa-gourmet-mangueira-preta-silicone-acabamento-brilhante-cor-preto/p/MLB19077791?pdp_filters=category:MLB436380#searchVariation=MLB19077791&position=20&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Enviado pelo","Avaliação 4.2 de 5. 614 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_613451-MLU73114748066_122023-W.webp","Mesa Escrivaninha Com 2 Prateleiras Industrial Ferro E Madeira Vintade Nórdico Marca: E-led Cor: Laminada Com Preto",R$200,"https://www.mercadolivre.com.br/mesa-escrivaninha-com-2-prateleiras-industrial-ferro-e-madeira-vintade-nordico-marca-e-led-cor-laminada-com-preto/p/MLB28610494?pdp_filters=category:MLB436380#searchVariation=MLB28610494&position=21&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.2 de 5. 149 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_977605-MLB70776329004_072023-W.webp","Mesa De Jantar 90cm Eiffel Com 4 Cadeiras Cor Preto Madeira ",R$869,"https://produto.mercadolivre.com.br/MLB-3395379129-mesa-de-jantar-90cm-eiffel-com-4-cadeiras-cor-preto-madeira-_JM#position=46&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.6 de 5. 99 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_977167-MLU73129912214_122023-W.webp","Mesa De Jantar 120cm Estilo Industrial Redonda Cor da tampa Carvalho",R$899,"https://www.mercadolivre.com.br/mesa-de-jantar-120cm-estilo-industrial-redonda-cor-da-tampa-carvalho/p/MLB24740477?pdp_filters=category:MLB436380#searchVariation=MLB24740477&position=22&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.9 de 5. 14 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_737495-MLU72857117340_112023-W.webp","Sala Jantar Madesa Megan Mesa Tampo Madeira 6 Cadeiras Rpe Cor Rustic/Pérola Desenho do tecido das cadeiras Liso",R$899.99,"https://www.mercadolivre.com.br/sala-jantar-madesa-megan-mesa-tampo-madeira-6-cadeiras-rpe-cor-rusticperola-desenho-do-tecido-das-cadeiras-liso/p/MLB23079341?pdp_filters=category:MLB436380#searchVariation=MLB23079341&position=23&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.3 de 5. 37 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_912250-MLB70233146559_062023-W.webp","Mesa Dobrável 70x70 Em Madeira Maciça Quadrada Frete Grátis",R$196.37,"https://produto.mercadolivre.com.br/MLB-3362342789-mesa-dobravel-70x70-em-madeira-macica-quadrada-frete-gratis-_JM#position=47&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.7 de 5. 98 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_670215-MLU72644135797_112023-W.webp","Escrivaninha Mesa Suspensa Dobrável Notebook Branco 70 Cm",R$131.10,"https://www.mercadolivre.com.br/escrivaninha-mesa-suspensa-dobravel-notebook-branco-70-cm/p/MLB21935030?pdp_filters=category:MLB436380#searchVariation=MLB21935030&position=25&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátisEnviado pelo","Avaliação 3.9 de 5. 81 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_960279-MLB73953095048_012024-W.webp","Mesa Em L 150x150 Metal Madeira Para Escritório ",R$258.99,"https://produto.mercadolivre.com.br/MLB-3466677939-mesa-em-l-150x150-metal-madeira-para-escritorio-_JM#position=48&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 5 de 5. 5 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_631994-MLU70375204755_072023-W.webp","Mesa Jantar Charles Eames Eiffel Madeira 90cm Branca Cor da tampa Branco Cor dos pés Marrom-claro",R$319,"https://www.mercadolivre.com.br/mesa-jantar-charles-eames-eiffel-madeira-90cm-branca-cor-da-tampa-branco-cor-dos-pes-marrom-claro/p/MLB24361666?pdp_filters=category:MLB436380#searchVariation=MLB24361666&position=24&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.7 de 5. 83 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_888356-MLU72575311896_112023-W.webp","Mesa Para Computador Gamer Escrivaninha 9409 Madesa Preto",R$299.99,"https://www.mercadolivre.com.br/mesa-para-computador-gamer-escrivaninha-9409-madesa-preto/p/MLB23953903?pdp_filters=category:MLB436380#searchVariation=MLB23953903&position=28&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & DecorFrete grátis","Avaliação 4.8 de 5. 980 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_667873-MLU72628281922_112023-W.webp","Sala Jantar Mesa Tampo Vidro 4 Cadeiras Avril Madesa Imp Cor Rustic/Crema/Imperial",R$1.199,"https://www.mercadolivre.com.br/sala-jantar-mesa-tampo-vidro-4-cadeiras-avril-madesa-imp-cor-rusticcremaimperial/p/MLB23955214?pdp_filters=category:MLB436380#searchVariation=MLB23955214&position=26&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & Decor","Avaliação 4.3 de 5. 28 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_699290-MLU72699961703_112023-W.webp","Mesa De Jantar 4 Lugares Disney Mel/blonde/veludo Cinza - Cor da tampa Bege Cor dos pés Marrom",R$689.90,"https://www.mercadolivre.com.br/mesa-de-jantar-4-lugares-disney-melblondeveludo-cinza-cor-da-tampa-bege-cor-dos-pes-marrom/p/MLB27652151?pdp_filters=category:MLB436380#searchVariation=MLB27652151&position=29&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","",""
"https://http2.mlstatic.com/D_NQ_NP_854646-MLB53200577493_012023-W.webp","Conjunto De Mesas E Cadeiras De Plástico Bistrô - 182kg",R$234.90,"https://produto.mercadolivre.com.br/MLB-2023065813-conjunto-de-mesas-e-cadeiras-de-plastico-bistr-182kg-_JM#position=49&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","","Avaliação 4.7 de 5. 140 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_876399-MLU72566059550_112023-W.webp","02 Suporte Cantoneira Dobrável Reforçada Mão Francesa 30cm",R$38.92,"https://www.mercadolivre.com.br/02-suporte-cantoneira-dobravel-reforcada-mo-francesa-30cm/p/MLB24821866?pdp_filters=category:MLB436380#searchVariation=MLB24821866&position=27&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Enviado pelo","Avaliação 4.8 de 5. 1,049 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_786366-MLU72566190532_112023-W.webp","Escrivaninha Mesa Apoio Moderna Sem Gaveta Home Office Cor Branco",R$131.98,"https://www.mercadolivre.com.br/escrivaninha-mesa-apoio-moderna-sem-gaveta-home-office-cor-branco/p/MLB27732003?pdp_filters=category:MLB436380#searchVariation=MLB27732003&position=33&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.3 de 5. 75 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_748429-MLU72700171419_112023-W.webp","Sala Jantar Anita Madesa Mesa Tampo De Vidro 4 Cadeiras Rp Cor Rustic/Preto/Sintético Preto",R$659.99,"https://www.mercadolivre.com.br/sala-jantar-anita-madesa-mesa-tampo-de-vidro-4-cadeiras-rp-cor-rusticpretosintetico-preto/p/MLB23548812?pdp_filters=category:MLB436380#searchVariation=MLB23548812&position=36&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.5 de 5. 38 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_758719-MLU71358485766_082023-W.webp","Mesa De Jantar Elisa Ambiente 120cm Para Cozinha Moderna Cor da tampa Off White",R$436.05,"https://www.mercadolivre.com.br/mesa-de-jantar-elisa-ambiente-120cm-para-cozinha-moderna-cor-da-tampa-off-white/p/MLB26680928?pdp_filters=category:MLB436380#searchVariation=MLB26680928&position=30&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.4 de 5. 27 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_913437-MLB73194502374_122023-W.webp","Escrivaninha Estudo 150x60cm P/ Escritório Industrial Mesa ",R$197.99,"https://produto.mercadolivre.com.br/MLB-4095611980-escrivaninha-estudo-150x60cm-p-escritorio-industrial-mesa-_JM#position=50&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 3.8 de 5. 71 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_801216-MLB73071240024_112023-W.webp","Torneira Metal Com Filtro Cozinha Gourmet Bancada  Pia Mesa",R$118.66,"https://produto.mercadolivre.com.br/MLB-1071387291-torneira-metal-com-filtro-cozinha-gourmet-bancada-pia-mesa-_JM#position=51&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátisEnviado pelo","Avaliação 4.4 de 5. 3,868 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_740410-MLU70776313164_072023-W.webp","Conjunto Mesa Ciplafe Expert Dobravel 4 Banquetas Bp 0,72m Cor Capuccino",R$410.67,"https://www.mercadolivre.com.br/conjunto-mesa-ciplafe-expert-dobravel-4-banquetas-bp-072m-cor-capuccino/p/MLB25506927?pdp_filters=category:MLB436380#searchVariation=MLB25506927&position=35&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & DecorFrete grátis","Avaliação 4.4 de 5. 102 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_616840-MLA46317822556_062021-W.webp","Torneira para Cozinha Gourmet Misturador Monocomando Entrada Filtro Munim Pingoo.casa - Prata",R$287.90,"https://www.mercadolivre.com.br/torneira-para-cozinha-gourmet-misturador-monocomando-entrada-filtro-munim-pingoocasa-prata/p/MLB18030828?pdp_filters=category:MLB436380#searchVariation=MLB18030828&position=31&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátisEnviado pelo","Avaliação 4.7 de 5. 2,151 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_885834-MLB74436860713_022024-W.webp","Mesa Dobrável Alumínio 90x60 Cm Vira Maleta 695838 Palisad",R$143.50,"https://produto.mercadolivre.com.br/MLB-2725109935-mesa-dobravel-aluminio-90x60-cm-vira-maleta-695838-palisad-_JM#position=52&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & DecorFrete grátisEnviado pelo","Avaliação 4.8 de 5. 571 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_938052-MLU74135200454_012024-W.webp","Mesa Com 4 Banquetas Berlim Imbuia/capuccino - Ma Cor Imbuia/capuccino 02",R$369,"https://www.mercadolivre.com.br/mesa-com-4-banquetas-berlim-imbuiacapuccino-ma-cor-imbuiacapuccino-02/p/MLB25507294?pdp_filters=category:MLB436380#searchVariation=MLB25507294&position=32&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & Decor","Avaliação 4.8 de 5. 10 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_899512-MLB71133253182_082023-W.webp","Conjunto De Mesa Thais Com 4 Cadeiras Granito / Dark",R$499,"https://produto.mercadolivre.com.br/MLB-3270177002-conjunto-de-mesa-thais-com-4-cadeiras-granito-dark-_JM#position=53&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & Decor","Avaliação 4.7 de 5. 173 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_938198-MLB44095516504_112020-W.webp","Conjunto De Mesa De Jantar Luna I Com Vidro E 6 Cadeiras ...",R$1.524,"https://produto.mercadolivre.com.br/MLB-1719341104-conjunto-de-mesa-de-jantar-luna-i-com-vidro-e-6-cadeiras--_JM#position=54&search_layout=grid&type=item&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","5% OFF em Casa & Decor","Avaliação 4.6 de 5. 38 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_862858-MLU72152073883_102023-W.webp","Escrivaninha Gamer Para Gabinete Para Pc Com Espaço Cor Vermelho Valorant",R$189.05,"https://www.mercadolivre.com.br/escrivaninha-gamer-para-gabinete-para-pc-com-espaco-cor-vermelho-valorant/p/MLB27581503?pdp_filters=category:MLB436380#searchVariation=MLB27581503&position=34&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.3 de 5. 52 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_728425-MLU74377795533_022024-W.webp","Mesa De Jantar 6 Lugares Poliana Mel/blonde/nude - Panorama Cor Da Tampa Bege Cor Dos Pés Marrom",R$1.109,"https://www.mercadolivre.com.br/mesa-de-jantar-6-lugares-poliana-melblondenude-panorama-cor-da-tampa-bege-cor-dos-pes-marrom/p/MLB31746156?pdp_filters=category:MLB436380#searchVariation=MLB31746156&position=37&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","",""
"https://http2.mlstatic.com/D_NQ_NP_992464-MLU74277934768_022024-W.webp","Conjunto Sala De Jantar Mesa Classic Tampo De Vidro 4",R$946.51,"https://www.mercadolivre.com.br/conjunto-sala-de-jantar-mesa-classic-tampo-de-vidro-4/p/MLB32113386?pdp_filters=category:MLB436380#searchVariation=MLB32113386&position=39&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","",""
"https://http2.mlstatic.com/D_NQ_NP_667637-MLU72760175368_112023-W.webp","Escrivaninha Mesa Apoio Industrial Vintage Retro 90 Cm Pés Preta Tampo Cor Marrom",R$159,"https://www.mercadolivre.com.br/escrivaninha-mesa-apoio-industrial-vintage-retro-90-cm-pes-preta-tampo-cor-marrom/p/MLB20669440?pdp_filters=category:MLB436380#searchVariation=MLB20669440&position=40&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátis","Avaliação 4.2 de 5. 492 opiniões."
"https://http2.mlstatic.com/D_NQ_NP_716513-MLU72628497246_112023-W.webp","Mesa De Jantar 6 Lugares Porto Seguro Com Vidro Mel/veludo",R$1.499,"https://www.mercadolivre.com.br/mesa-de-jantar-6-lugares-porto-seguro-com-vidro-melveludo/p/MLB27161865?pdp_filters=category:MLB436380#searchVariation=MLB27161865&position=38&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","",""
"https://http2.mlstatic.com/D_NQ_NP_960756-MLU72890241705_112023-W.webp","Torneira Gourmet Cozinha Misturador Monocomando Com Ducha Acabamento Brilhante Cor Cromada Prata",R$319,"https://www.mercadolivre.com.br/torneira-gourmet-cozinha-misturador-monocomando-com-ducha-acabamento-brilhante-cor-cromada-prata/p/MLB23372891?pdp_filters=category:MLB436380#searchVariation=MLB23372891&position=41&search_layout=grid&type=product&tracking_id=c80177de-564a-414c-b8b8-8f0891d8acf2","Frete grátisEnviado pelo","Avaliação 4.9 de 5. 46 opiniões."